collectionday,propnum,nextwaste,nextrecycle,nextgreen,address
Thursday 1,2059113,26-07-2018,02-08-2018,,4/131 Larter Street CANADIAN  VIC  3350
Thursday 1,2059114,26-07-2018,02-08-2018,,5/131 Larter Street CANADIAN  VIC  3350
Thursday 2,2059330,26-07-2018,26-07-2018,,5 Gum View Close BROWN HILL  VIC  3350
Thursday 2,2059331,26-07-2018,26-07-2018,,6 Gum View Close BROWN HILL  VIC  3350
Monday 2,2058970,30-07-2018,06-08-2018,30-07-2018,20 Parkland Drive WINTER VALLEY  VIC  3358
Saturday 1,2059615,28-07-2018,04-08-2018,,220 Findlays Road WEATHERBOARD  VIC  3352
Thursday 2,2059357,26-07-2018,26-07-2018,,2/21A Rice Street BALLARAT EAST  VIC  3350
Thursday 1,2057134,26-07-2018,02-08-2018,26-07-2018,5 Linsdell Court CANADIAN  VIC  3350
Monday 2,2058937,30-07-2018,06-08-2018,30-07-2018,20 Gemstone Road WINTER VALLEY  VIC  3358
Wednesday 2,2047780,01-08-2018,08-08-2018,01-08-2018,16 Frow Court CANADIAN  VIC  3350
Thursday 1,2058661,26-07-2018,02-08-2018,26-07-2018,3 Nelmore Court BALLARAT EAST  VIC  3350
Monday 2,2058035,30-07-2018,06-08-2018,30-07-2018,6 Regal Drive ALFREDTON  VIC  3350
Wednesday 2,2059414,01-08-2018,08-08-2018,,3/6 Hanly Close CANADIAN  VIC  3350
Tuesday 1,2059416,31-07-2018,31-07-2018,,2/124 Drummond Street South BALLARAT CENTRAL  VIC  3350
Tuesday 1,2059417,31-07-2018,31-07-2018,,3/124 Drummond Street South BALLARAT CENTRAL  VIC  3350
Wednesday 2,2059413,01-08-2018,08-08-2018,,2/6 Hanly Close CANADIAN  VIC  3350
Friday 1,2059428,27-07-2018,03-08-2018,,3/17 Hill Street SEBASTOPOL  VIC  3356
Friday 1,2059429,27-07-2018,03-08-2018,,4/17 Hill Street SEBASTOPOL  VIC  3356
Friday 2,2059439,27-07-2018,27-07-2018,,601A Rubicon Street SEBASTOPOL  VIC  3356
Monday 2,2059425,30-07-2018,06-08-2018,,19 Magnolia Street WENDOUREE  VIC  3355
Friday 1,2059427,27-07-2018,03-08-2018,,2/17 Hill Street SEBASTOPOL  VIC  3356
Friday 1,2059434,27-07-2018,03-08-2018,,3/15 Victoria Street SEBASTOPOL  VIC  3356
Thursday 1,2059446,26-07-2018,02-08-2018,,22 Cavanagh Court BALLARAT EAST  VIC  3350
Friday 1,2059433,27-07-2018,03-08-2018,,2/15 Victoria Street SEBASTOPOL  VIC  3356
Friday 1,2059430,27-07-2018,03-08-2018,,5/17 Hill Street SEBASTOPOL  VIC  3356
Monday 2,2059437,30-07-2018,06-08-2018,30-07-2018,3/4 Howe Street MINERS REST  VIC  3352
Friday 1,2059448,27-07-2018,03-08-2018,,1/26A Morgan Street SEBASTOPOL  VIC  3356
Friday 1,2059449,27-07-2018,03-08-2018,,2/26A Morgan Street SEBASTOPOL  VIC  3356
Wednesday 1,2059478,01-08-2018,01-08-2018,,2/504 Somerville Street BUNINYONG  VIC  3357
Thursday 2,2059447,26-07-2018,26-07-2018,02-08-2018,245A Scott Parade BROWN HILL  VIC  3350
Thursday 1,2059480,26-07-2018,02-08-2018,26-07-2018,1/821 Barkly Street MOUNT PLEASANT  VIC  3350
Monday 2,2058926,30-07-2018,06-08-2018,30-07-2018,33 Gallant Way WINTER VALLEY  VIC  3358
Monday 2,2058935,30-07-2018,06-08-2018,30-07-2018,21 Majestic Way WINTER VALLEY  VIC  3358
Monday 2,2058915,30-07-2018,06-08-2018,30-07-2018,16 Royal York Road WINTER VALLEY  VIC  3358
Monday 2,2057297,30-07-2018,06-08-2018,30-07-2018,12 Maxwell Street CARDIGAN  VIC  3352
Thursday 1,2054049,26-07-2018,02-08-2018,26-07-2018,535 Richards Street CANADIAN  VIC  3350
Thursday 2,2059708,26-07-2018,26-07-2018,,2/614A Nicholson Street BLACK HILL  VIC  3350
Monday 2,2045192,30-07-2018,06-08-2018,30-07-2018,7 Chilton Close WINTER VALLEY  VIC  3358
Friday 2,2059812,27-07-2018,27-07-2018,,4/7A Verdon Street SEBASTOPOL  VIC  3356
Friday 1,2059814,27-07-2018,03-08-2018,,78 Grant Street SEBASTOPOL  VIC  3356
Thursday 2,2059798,26-07-2018,26-07-2018,,252A Humffray Street North BROWN HILL  VIC  3350
Thursday 2,2059799,26-07-2018,26-07-2018,,1 Gum View Close BROWN HILL  VIC  3350
Thursday 2,2059800,26-07-2018,26-07-2018,,2 Gum View Close BROWN HILL  VIC  3350
Thursday 2,2059802,26-07-2018,26-07-2018,,4 Gum View Close BROWN HILL  VIC  3350
Friday 2,2059809,27-07-2018,27-07-2018,,1/7A Verdon Street SEBASTOPOL  VIC  3356
Friday 2,2059810,27-07-2018,27-07-2018,,2/7A Verdon Street SEBASTOPOL  VIC  3356
Friday 2,2059811,27-07-2018,27-07-2018,,3/7A Verdon Street SEBASTOPOL  VIC  3356
Friday 1,2059833,27-07-2018,03-08-2018,27-07-2018,32 Charolais Street DELACOMBE  VIC  3356
Friday 1,2059834,27-07-2018,03-08-2018,27-07-2018,74 Ascot Gardens Drive DELACOMBE  VIC  3356
Friday 1,2059815,27-07-2018,03-08-2018,,328 Vickers Street SEBASTOPOL  VIC  3356
Friday 2,2008422,27-07-2018,27-07-2018,03-08-2018,523 Drummond Street South REDAN  VIC  3350
Saturday 2,2053266,28-07-2018,28-07-2018,,80 Sweeney Road BALD HILLS  VIC  3364
Thursday 2,2059877,26-07-2018,26-07-2018,,1/11 Brophy Street BROWN HILL  VIC  3350
Thursday 2,2059878,26-07-2018,26-07-2018,,2/11 Brophy Street BROWN HILL  VIC  3350
Tuesday 2,2059915,31-07-2018,07-08-2018,,3/113 Howitt Street SOLDIERS HILL  VIC  3350
Tuesday 2,2059921,31-07-2018,07-08-2018,,46A Vale Street ALFREDTON  VIC  3350
Monday 2,2059929,30-07-2018,06-08-2018,,1/30 Dundas Street MINERS REST  VIC  3352
Monday 2,2059975,30-07-2018,06-08-2018,,14 Tanderra Court MINERS REST  VIC  3352
Friday 1,2060040,27-07-2018,03-08-2018,,4 Howard Street SEBASTOPOL  VIC  3356
Friday 1,2060041,27-07-2018,03-08-2018,,6 Howard Street SEBASTOPOL  VIC  3356
Friday 1,2060042,27-07-2018,03-08-2018,,2/223 Grant Street SEBASTOPOL  VIC  3356
Friday 1,2060043,27-07-2018,03-08-2018,,3/223 Grant Street SEBASTOPOL  VIC  3356
Friday 1,2060044,27-07-2018,03-08-2018,,4/223 Grant Street SEBASTOPOL  VIC  3356
Friday 1,2060046,27-07-2018,03-08-2018,,1/223 Grant Street SEBASTOPOL  VIC  3356
Monday 2,2060110,30-07-2018,06-08-2018,,2A Banksia Road WENDOUREE  VIC  3355
Thursday 1,2060113,26-07-2018,02-08-2018,,2/719 Skipton Street REDAN  VIC  3350
Friday 1,2060045,27-07-2018,03-08-2018,,5/223 Grant Street SEBASTOPOL  VIC  3356
Monday 2,2060111,30-07-2018,06-08-2018,,2B Banksia Road WENDOUREE  VIC  3355
Thursday 1,2060114,26-07-2018,02-08-2018,,3/719 Skipton Street REDAN  VIC  3350
Monday 1,2060158,30-07-2018,30-07-2018,,2/22 Park Street WENDOUREE  VIC  3355
Monday 1,2060159,30-07-2018,30-07-2018,,3/22 Park Street WENDOUREE  VIC  3355
Monday 1,2060160,30-07-2018,30-07-2018,,4/22 Park Street WENDOUREE  VIC  3355
Monday 1,2060157,30-07-2018,30-07-2018,,1/22 Park Street WENDOUREE  VIC  3355
Thursday 2,2060163,26-07-2018,26-07-2018,,3/611 Havelock Street SOLDIERS HILL  VIC  3350
Thursday 2,2060161,26-07-2018,26-07-2018,02-08-2018,611 Havelock Street SOLDIERS HILL  VIC  3350
Thursday 2,2060164,26-07-2018,26-07-2018,,4/611 Havelock Street SOLDIERS HILL  VIC  3350
Wednesday 2,2060058,01-08-2018,08-08-2018,,2 Monash Place CANADIAN  VIC  3350
Wednesday 2,2060059,01-08-2018,08-08-2018,,7 Monash Place CANADIAN  VIC  3350
Wednesday 2,2060062,01-08-2018,08-08-2018,,6 Monash Place CANADIAN  VIC  3350
Wednesday 2,2060060,01-08-2018,08-08-2018,,4 Monash Place CANADIAN  VIC  3350
Wednesday 2,2060061,01-08-2018,08-08-2018,,8 Monash Place CANADIAN  VIC  3350
Monday 2,2058016,30-07-2018,06-08-2018,30-07-2018,32 Aspect Parade ALFREDTON  VIC  3350
Tuesday 2,2058747,31-07-2018,07-08-2018,31-07-2018,315A Crompton Street SOLDIERS HILL  VIC  3350
Monday 2,2050068,30-07-2018,06-08-2018,30-07-2018,6 Orbost Drive MINERS REST  VIC  3352
Tuesday 1,2059667,31-07-2018,31-07-2018,07-08-2018,106 Errard Street South BALLARAT CENTRAL  VIC  3350
Friday 1,2057812,27-07-2018,03-08-2018,27-07-2018,31 Westcliffe Crescent SEBASTOPOL  VIC  3356
Monday 2,2058973,30-07-2018,06-08-2018,30-07-2018,38 Yorkdale Boulevard WINTER VALLEY  VIC  3358
Tuesday 1,2056884,31-07-2018,31-07-2018,07-08-2018,16 Seaford Street ALFREDTON  VIC  3350
Tuesday 1,2057450,31-07-2018,31-07-2018,07-08-2018,26 Sorrento Drive ALFREDTON  VIC  3350
Thursday 1,2057921,26-07-2018,02-08-2018,,615A Havelock Street SOLDIERS HILL  VIC  3350
Monday 1,2058252,30-07-2018,30-07-2018,06-08-2018,23 Scarlet Drive LAKE GARDENS  VIC  3355
Wednesday 2,2057512,01-08-2018,08-08-2018,01-08-2018,20 Holmsgarth Court BROWN HILL  VIC  3350
Friday 2,2057519,27-07-2018,27-07-2018,03-08-2018,22 Royale Street DELACOMBE  VIC  3356
Friday 2,2057520,27-07-2018,27-07-2018,03-08-2018,24 Royale Street DELACOMBE  VIC  3356
Wednesday 1,2058580,01-08-2018,01-08-2018,08-08-2018,125 Yarana Drive MOUNT HELEN  VIC  3350
Friday 1,2059257,27-07-2018,03-08-2018,27-07-2018,35 Charlotte Street SEBASTOPOL  VIC  3356
Friday 1,2059258,27-07-2018,03-08-2018,27-07-2018,35A Charlotte Street SEBASTOPOL  VIC  3356
Monday 1,2058271,30-07-2018,30-07-2018,06-08-2018,12 Cinnamon Drive LAKE GARDENS  VIC  3355
Thursday 1,2056734,26-07-2018,02-08-2018,26-07-2018,7 Cherry Court CANADIAN  VIC  3350
Monday 2,2053652,30-07-2018,06-08-2018,30-07-2018,378 Greenhalghs Road WINTER VALLEY  VIC  3358
Monday 2,2056959,30-07-2018,06-08-2018,30-07-2018,4 Caviar Court MINERS REST  VIC  3352
Wednesday 2,2054571,01-08-2018,08-08-2018,01-08-2018,5 Burkella Close MOUNT CLEAR  VIC  3350
Friday 1,2059344,27-07-2018,03-08-2018,27-07-2018,3 Bect Street SEBASTOPOL  VIC  3356
Wednesday 2,2051931,01-08-2018,08-08-2018,01-08-2018,4 Gough Court MOUNT CLEAR  VIC  3350
Monday 2,2058936,30-07-2018,06-08-2018,30-07-2018,23 Gemstone Road WINTER VALLEY  VIC  3358
Wednesday 2,2058343,01-08-2018,08-08-2018,01-08-2018,129 Daylesford Road BROWN HILL  VIC  3350
Monday 2,2058115,30-07-2018,06-08-2018,30-07-2018,9 Regal Drive ALFREDTON  VIC  3350
Monday 2,2059031,30-07-2018,06-08-2018,30-07-2018,88 OShannassy Parade LUCAS  VIC  3350
Monday 2,2055865,30-07-2018,06-08-2018,30-07-2018,16 Annmaree Drive WINTER VALLEY  VIC  3358
Friday 2,2031656,27-07-2018,27-07-2018,03-08-2018,309 Talbot Street South BALLARAT CENTRAL  VIC  3350
Monday 2,2057198,30-07-2018,06-08-2018,,417A Gillies Street North WENDOUREE  VIC  3355
Monday 2,2055048,30-07-2018,06-08-2018,30-07-2018,10 Hunter Street LUCAS  VIC  3350
Monday 2,2057962,30-07-2018,06-08-2018,30-07-2018,11 OShannassy Parade LUCAS  VIC  3350
Wednesday 2,2029487,01-08-2018,08-08-2018,,2/10 Simpson Street BLACK HILL  VIC  3350
Thursday 1,2058656,26-07-2018,02-08-2018,26-07-2018,11 Nathanael Place BALLARAT EAST  VIC  3350
Wednesday 2,2057493,01-08-2018,08-08-2018,01-08-2018,1 Holmsgarth Court BROWN HILL  VIC  3350
Monday 1,2008077,30-07-2018,30-07-2018,06-08-2018,225 Dowling Street WENDOUREE  VIC  3355
Monday 2,2059024,30-07-2018,06-08-2018,30-07-2018,4 Hillman Grove LUCAS  VIC  3350
Friday 1,2057811,27-07-2018,03-08-2018,,33 Westcliffe Crescent SEBASTOPOL  VIC  3356
Tuesday 1,2053231,31-07-2018,31-07-2018,07-08-2018,17 Sienna Street ALFREDTON  VIC  3350
Wednesday 2,2054575,01-08-2018,08-08-2018,01-08-2018,71 Hocking Avenue MOUNT CLEAR  VIC  3350
Wednesday 1,2059981,01-08-2018,01-08-2018,,17 Yuille Street BUNINYONG  VIC  3357
Monday 2,2058918,30-07-2018,06-08-2018,30-07-2018,50 Gallant Way WINTER VALLEY  VIC  3358
Thursday 1,2058663,26-07-2018,02-08-2018,26-07-2018,5 Nelmore Court BALLARAT EAST  VIC  3350
Monday 1,2033417,30-07-2018,30-07-2018,06-08-2018,2 Waldemar Street WENDOUREE  VIC  3355
Monday 2,2058436,30-07-2018,06-08-2018,30-07-2018,11 Rawlings Street LUCAS  VIC  3350
Monday 2,2058914,30-07-2018,06-08-2018,30-07-2018,14 Royal York Road WINTER VALLEY  VIC  3358
Tuesday 1,2053546,31-07-2018,31-07-2018,07-08-2018,3 Echo Place ALFREDTON  VIC  3350
Monday 2,2059022,30-07-2018,06-08-2018,30-07-2018,33 Daly Drive LUCAS  VIC  3350
Monday 2,2059401,30-07-2018,06-08-2018,30-07-2018,23 Signature Drive ALFREDTON  VIC  3350
Friday 1,2023682,27-07-2018,03-08-2018,27-07-2018,36 Morgan Street SEBASTOPOL  VIC  3356
Monday 2,2055049,30-07-2018,06-08-2018,30-07-2018,12 Hunter Street LUCAS  VIC  3350
Friday 1,2057690,27-07-2018,03-08-2018,27-07-2018,59 Ascot Gardens Drive DELACOMBE  VIC  3356
Monday 2,2051813,30-07-2018,06-08-2018,30-07-2018,16 Grand Junction Drive MINERS REST  VIC  3352
Monday 2,2058418,30-07-2018,06-08-2018,30-07-2018,47 Daly Drive LUCAS  VIC  3350
Wednesday 1,2058635,01-08-2018,01-08-2018,08-08-2018,114 Learmonth Street BUNINYONG  VIC  3357
Monday 2,2056527,30-07-2018,06-08-2018,30-07-2018,42 Evergreen Drive ALFREDTON  VIC  3350
Monday 2,2058924,30-07-2018,06-08-2018,30-07-2018,37 Gallant Way WINTER VALLEY  VIC  3358
Thursday 1,2060038,26-07-2018,02-08-2018,,10 Rosie Place BALLARAT EAST  VIC  3350
Wednesday 2,2055394,01-08-2018,08-08-2018,01-08-2018,80 Hocking Avenue MOUNT CLEAR  VIC  3350
Monday 2,2059405,30-07-2018,06-08-2018,30-07-2018,31 Signature Drive ALFREDTON  VIC  3350
Monday 2,2058030,30-07-2018,06-08-2018,30-07-2018,3 Regal Drive ALFREDTON  VIC  3350
Monday 2,2053441,30-07-2018,06-08-2018,30-07-2018,13 Carriers Arms Drive MINERS REST  VIC  3352
Friday 1,2002515,27-07-2018,03-08-2018,27-07-2018,7 Begonia Court DELACOMBE  VIC  3356
Thursday 1,2059716,26-07-2018,02-08-2018,26-07-2018,12 Nelmore Court BALLARAT EAST  VIC  3350
Thursday 2,2054722,26-07-2018,26-07-2018,02-08-2018,325 Eureka Street BALLARAT EAST  VIC  3350
Tuesday 1,2058833,31-07-2018,31-07-2018,07-08-2018,30 Karol Street ALFREDTON  VIC  3350
Monday 2,2038197,30-07-2018,06-08-2018,30-07-2018,3 Dundas Street MINERS REST  VIC  3352
Saturday 2,2037149,28-07-2018,28-07-2018,,697 Midland Highway MOUNT ROWAN  VIC  3352
Monday 1,2002501,30-07-2018,30-07-2018,06-08-2018,7 Beech Avenue WENDOUREE  VIC  3355
,2044187,30-07-2018,,,2 Alistair Street CARDIGAN VILLAGE  VIC  3352
Tuesday 1,2005271,31-07-2018,31-07-2018,07-08-2018,14 Church Street BALLARAT CENTRAL  VIC  3350
Tuesday 1,2007054,31-07-2018,31-07-2018,07-08-2018,606 Dana Street BALLARAT CENTRAL  VIC  3350
Tuesday 2,2001028,31-07-2018,07-08-2018,,2/16 Aquila Court BALLARAT NORTH  VIC  3350
Tuesday 1,2022002,31-07-2018,31-07-2018,07-08-2018,2A Malakoff Street NEWINGTON  VIC  3350
Friday 2,2029728,27-07-2018,27-07-2018,03-08-2018,416 Skipton Street REDAN  VIC  3350
Friday 1,2000355,27-07-2018,03-08-2018,27-07-2018,314A Albert Street SEBASTOPOL  VIC  3356
Thursday 2,2026699,26-07-2018,26-07-2018,02-08-2018,35 Queen Street South EUREKA  VIC  3350
Monday 2,2022215,30-07-2018,06-08-2018,30-07-2018,56 Maple Avenue WENDOUREE  VIC  3355
Monday 2,2058089,30-07-2018,06-08-2018,30-07-2018,28 Arch Drive ALFREDTON  VIC  3350
Monday 2,2058088,30-07-2018,06-08-2018,30-07-2018,26 Arch Drive ALFREDTON  VIC  3350
Wednesday 2,2057867,01-08-2018,08-08-2018,01-08-2018,12 Bunny Hop Court MOUNT CLEAR  VIC  3350
Tuesday 1,2003447,31-07-2018,31-07-2018,07-08-2018,9 Boulevarde Drive ALFREDTON  VIC  3350
Tuesday 2,2020362,31-07-2018,07-08-2018,,2/43 Longley Street ALFREDTON  VIC  3350
Wednesday 1,2058641,01-08-2018,01-08-2018,08-08-2018,501 Cornish Street BUNINYONG  VIC  3357
Monday 2,2058916,30-07-2018,06-08-2018,30-07-2018,54 Gallant Way WINTER VALLEY  VIC  3358
Monday 2,2058925,30-07-2018,06-08-2018,30-07-2018,35 Gallant Way WINTER VALLEY  VIC  3358
Monday 2,2058929,30-07-2018,06-08-2018,30-07-2018,10 Majestic Way WINTER VALLEY  VIC  3358
Wednesday 2,2041125,01-08-2018,08-08-2018,01-08-2018,6 Jewel Court NERRINA  VIC  3350
Friday 1,2059348,27-07-2018,03-08-2018,27-07-2018,4 Davcol Drive SEBASTOPOL  VIC  3356
Tuesday 1,2058468,31-07-2018,31-07-2018,07-08-2018,57 Sorrento Drive ALFREDTON  VIC  3350
Monday 2,2056501,30-07-2018,06-08-2018,30-07-2018,6 Paramount Parade ALFREDTON  VIC  3350
Monday 2,2057316,30-07-2018,06-08-2018,30-07-2018,51 Windermere Way CARDIGAN  VIC  3352
Monday 2,2058932,30-07-2018,06-08-2018,30-07-2018,16 Majestic Way WINTER VALLEY  VIC  3358
Monday 2,2048949,30-07-2018,06-08-2018,30-07-2018,4 Keating Court MINERS REST  VIC  3352
Thursday 2,2024352,26-07-2018,26-07-2018,02-08-2018,413 Nicholson Street BLACK HILL  VIC  3350
Wednesday 2,2014655,01-08-2018,08-08-2018,01-08-2018,10 Hermitage Avenue MOUNT CLEAR  VIC  3350
Wednesday 1,2051190,01-08-2018,01-08-2018,08-08-2018,205 Cornish Street BUNINYONG  VIC  3357
Thursday 2,2022167,26-07-2018,26-07-2018,02-08-2018,136 Mansfield Avenue MOUNT CLEAR  VIC  3350
Wednesday 1,2038719,01-08-2018,01-08-2018,08-08-2018,5 Oakbank Drive MOUNT HELEN  VIC  3350
Thursday 2,2031844,26-07-2018,26-07-2018,02-08-2018,3 Talgarno Court MOUNT PLEASANT  VIC  3350
Friday 2,2007206,27-07-2018,27-07-2018,,3/714 Darling Street REDAN  VIC  3350
Friday 1,2051878,27-07-2018,03-08-2018,27-07-2018,39 Yarra Park Drive SEBASTOPOL  VIC  3356
Friday 2,2007395,27-07-2018,27-07-2018,03-08-2018,303 Dawson Street South BALLARAT CENTRAL  VIC  3350
Friday 1,2026595,27-07-2018,03-08-2018,27-07-2018,48 Queen Street SEBASTOPOL  VIC  3356
Thursday 2,2019894,26-07-2018,26-07-2018,02-08-2018,504 Ligar Street SOLDIERS HILL  VIC  3350
Tuesday 2,2023925,31-07-2018,07-08-2018,31-07-2018,26 Munro Street ALFREDTON  VIC  3350
Tuesday 2,2004569,31-07-2018,07-08-2018,31-07-2018,103 Cardigan Street LAKE WENDOUREE  VIC  3350
Tuesday 1,2018780,31-07-2018,31-07-2018,07-08-2018,726 La Trobe Street REDAN  VIC  3350
Tuesday 2,2015409,31-07-2018,07-08-2018,31-07-2018,215 Howitt Street SOLDIERS HILL  VIC  3350
Tuesday 1,2035501,31-07-2018,31-07-2018,07-08-2018,9 Windermere Street BALLARAT CENTRAL  VIC  3350
Thursday 1,2012659,26-07-2018,02-08-2018,26-07-2018,43 Grant Street BALLARAT CENTRAL  VIC  3350
Saturday 1,2037978,28-07-2018,04-08-2018,,173 Selwoods Road LEARMONTH  VIC  3352
Monday 2,2044885,30-07-2018,06-08-2018,30-07-2018,20 Creswick Street MINERS REST  VIC  3352
Tuesday 1,2057437,31-07-2018,31-07-2018,07-08-2018,21 Portsea Street ALFREDTON  VIC  3350
Thursday 1,2028374,26-07-2018,02-08-2018,26-07-2018,203 South Street BALLARAT CENTRAL  VIC  3350
Thursday 1,2027790,26-07-2018,02-08-2018,26-07-2018,7 Rogers Court BALLARAT EAST  VIC  3350
Tuesday 2,2033559,31-07-2018,07-08-2018,,1/505 Walker Street BALLARAT NORTH  VIC  3350
Thursday 1,2060030,26-07-2018,02-08-2018,,2 Rosie Place BALLARAT EAST  VIC  3350
Wednesday 2,2012455,01-08-2018,08-08-2018,,103 Gracefield Road BROWN HILL  VIC  3350
Monday 2,2051095,30-07-2018,06-08-2018,,49 Ibis Gardens Court CARDIGAN  VIC  3352
Monday 2,2057561,30-07-2018,06-08-2018,30-07-2018,418 Greenhalghs Road WINTER VALLEY  VIC  3358
Friday 2,2058558,27-07-2018,27-07-2018,03-08-2018,1A Meadow Court DELACOMBE  VIC  3356
Monday 2,2058417,30-07-2018,06-08-2018,30-07-2018,45 Daly Drive LUCAS  VIC  3350
Thursday 2,2026450,26-07-2018,26-07-2018,02-08-2018,5 Princes Street North BALLARAT EAST  VIC  3350
Monday 2,2058912,30-07-2018,06-08-2018,30-07-2018,10 Royal York Road WINTER VALLEY  VIC  3358
Monday 1,2058251,30-07-2018,30-07-2018,06-08-2018,21 Scarlet Drive LAKE GARDENS  VIC  3355
Friday 1,2054832,27-07-2018,03-08-2018,27-07-2018,3 Edmund Drive DELACOMBE  VIC  3356
Monday 1,2005892,30-07-2018,30-07-2018,06-08-2018,18 College Street WENDOUREE  VIC  3355
Monday 1,2003214,30-07-2018,30-07-2018,06-08-2018,6 Bogart Drive WENDOUREE  VIC  3355
Friday 1,2025599,27-07-2018,03-08-2018,27-07-2018,20 Parkside Road DELACOMBE  VIC  3356
Wednesday 2,2051732,01-08-2018,08-08-2018,,19 Pyrenees Vista Close INVERMAY  VIC  3352
Monday 2,2059839,30-07-2018,06-08-2018,30-07-2018,11 Marshall Road LUCAS  VIC  3350
Friday 1,2059320,27-07-2018,03-08-2018,27-07-2018,34 Dairymans Way BONSHAW  VIC  3352
Monday 2,2058132,30-07-2018,06-08-2018,30-07-2018,10B Sparkling Close ALFREDTON  VIC  3350
Monday 2,2057467,30-07-2018,06-08-2018,30-07-2018,14 Carrum Street ALFREDTON  VIC  3350
Thursday 2,2024313,26-07-2018,26-07-2018,02-08-2018,104 Newman Street BALLARAT EAST  VIC  3350
Wednesday 2,2007607,01-08-2018,08-08-2018,01-08-2018,101 Doodts Road BALLARAT NORTH  VIC  3350
Wednesday 1,2014718,01-08-2018,01-08-2018,08-08-2018,12 Herriott Street BUNINYONG  VIC  3357
Friday 2,2057996,27-07-2018,27-07-2018,,530 Quarry Lane REDAN  VIC  3350
Tuesday 1,2039124,31-07-2018,31-07-2018,07-08-2018,17 Cheviot Court ALFREDTON  VIC  3350
Tuesday 2,2014245,31-07-2018,07-08-2018,,6/1017 Havelock Street BALLARAT NORTH  VIC  3350
Tuesday 2,2042533,31-07-2018,07-08-2018,31-07-2018,10A Devon Street LAKE WENDOUREE  VIC  3350
Tuesday 1,2017332,31-07-2018,31-07-2018,07-08-2018,27 Junction Street NEWINGTON  VIC  3350
Friday 1,2025080,27-07-2018,03-08-2018,27-07-2018,40 Orion Street SEBASTOPOL  VIC  3356
Tuesday 2,2020120,31-07-2018,07-08-2018,31-07-2018,12-14 Little Clyde Street SOLDIERS HILL  VIC  3350
Friday 2,2060411,27-07-2018,27-07-2018,,2/410 Windermere Street BALLARAT CENTRAL  VIC  3350
Thursday 1,2060031,26-07-2018,02-08-2018,,3 Rosie Place BALLARAT EAST  VIC  3350
Monday 2,2058908,30-07-2018,06-08-2018,30-07-2018,15 Royal York Road WINTER VALLEY  VIC  3358
Wednesday 2,2057866,01-08-2018,08-08-2018,01-08-2018,11 Bunny Hop Court MOUNT CLEAR  VIC  3350
Tuesday 2,2057986,31-07-2018,07-08-2018,31-07-2018,12 Leopold Street ALFREDTON  VIC  3350
Thursday 1,2059138,26-07-2018,02-08-2018,26-07-2018,1B Cecile Court BALLARAT EAST  VIC  3350
Monday 2,2058903,30-07-2018,06-08-2018,30-07-2018,5 Royal York Road WINTER VALLEY  VIC  3358
Monday 2,2057593,30-07-2018,06-08-2018,30-07-2018,13 Gemstone Road WINTER VALLEY  VIC  3358
Monday 2,2049714,30-07-2018,06-08-2018,,387 Dowling Road MITCHELL PARK  VIC  3355
Monday 2,2058589,30-07-2018,06-08-2018,30-07-2018,78A Marigold Street WENDOUREE  VIC  3355
Wednesday 2,2055423,01-08-2018,08-08-2018,01-08-2018,25 Greenhaven Court MOUNT CLEAR  VIC  3350
Friday 1,2057814,27-07-2018,03-08-2018,27-07-2018,27 Westcliffe Crescent SEBASTOPOL  VIC  3356
Monday 1,2059494,30-07-2018,30-07-2018,06-08-2018,38 Cinnamon Drive LAKE GARDENS  VIC  3355
Friday 1,2017987,27-07-2018,03-08-2018,27-07-2018,20 Kyle Street SEBASTOPOL  VIC  3356
Friday 2,2007240,27-07-2018,27-07-2018,03-08-2018,306 Darling Street REDAN  VIC  3350
Friday 1,2042598,27-07-2018,03-08-2018,27-07-2018,3 Rimmington Drive SEBASTOPOL  VIC  3356
Friday 1,2002491,27-07-2018,03-08-2018,27-07-2018,15 Bedggood Court SEBASTOPOL  VIC  3356
Tuesday 2,2006428,31-07-2018,07-08-2018,31-07-2018,414 Creswick Road BALLARAT CENTRAL  VIC  3350
Tuesday 2,2001257,31-07-2018,07-08-2018,31-07-2018,326 Armstrong Street North SOLDIERS HILL  VIC  3350
Monday 2,2058041,30-07-2018,06-08-2018,30-07-2018,34C Aspect Parade ALFREDTON  VIC  3350
Tuesday 2,2023927,31-07-2018,07-08-2018,31-07-2018,22 Munro Street ALFREDTON  VIC  3350
Monday 2,2058689,30-07-2018,06-08-2018,30-07-2018,9 Sierra Drive CARDIGAN  VIC  3352
Wednesday 1,2025010,31-07-2018,01-08-2018,08-08-2018,11 Olympic Avenue MOUNT CLEAR  VIC  3350
Wednesday 1,2024521,01-08-2018,01-08-2018,08-08-2018,209 Nolan Street BUNINYONG  VIC  3357
Wednesday 1,2026022,01-08-2018,01-08-2018,08-08-2018,22 Pindari Drive MOUNT CLEAR  VIC  3350
Wednesday 1,2039651,01-08-2018,01-08-2018,08-08-2018,1 Rosewood Court MOUNT HELEN  VIC  3350
Monday 2,2056493,30-07-2018,06-08-2018,30-07-2018,20 Waterway Drive ALFREDTON  VIC  3350
Tuesday 1,2019049,31-07-2018,31-07-2018,07-08-2018,10 Lawrence Street ALFREDTON  VIC  3350
Friday 1,2059284,27-07-2018,03-08-2018,27-07-2018,40 Dairymans Way BONSHAW  VIC  3352
Monday 2,2058949,30-07-2018,06-08-2018,30-07-2018,45 Elegante Road WINTER VALLEY  VIC  3358
