collectionday,propnum,nextwaste,nextrecycle,nextgreen,address
Monday 2,2059376,30-07-2018,06-08-2018,30-07-2018,19 Harris Drive LUCAS  VIC  3350
Wednesday 1,2060505,01-08-2018,01-08-2018,08-08-2018,20 Henry Avenue MOUNT CLEAR  VIC  3350
Friday 1,2033146,27-07-2018,03-08-2018,,4/19 Victoria Street SEBASTOPOL  VIC  3356
Monday 1,2014066,30-07-2018,30-07-2018,06-08-2018,4 Harrow Street WENDOUREE  VIC  3355
Monday 1,2023505,30-07-2018,30-07-2018,06-08-2018,24 Montgomery Street WENDOUREE  VIC  3355
Thursday 2,2017699,26-07-2018,26-07-2018,02-08-2018,30 King Street South BALLARAT EAST  VIC  3350
Thursday 2,2024358,26-07-2018,26-07-2018,02-08-2018,425 Nicholson Street BLACK HILL  VIC  3350
Wednesday 1,2014708,01-08-2018,01-08-2018,08-08-2018,110 Herriott Street BUNINYONG  VIC  3357
Thursday 1,2032242,26-07-2018,02-08-2018,26-07-2018,1 Tregurtha Street GOLDEN POINT  VIC  3350
Thursday 1,2021488,26-07-2018,02-08-2018,26-07-2018,25 Magpie Street GOLDEN POINT  VIC  3350
Monday 2,2052559,30-07-2018,06-08-2018,30-07-2018,30 Grand Junction Drive MINERS REST  VIC  3352
Thursday 1,2018940,26-07-2018,02-08-2018,26-07-2018,702 Laurie Street MOUNT PLEASANT  VIC  3350
Thursday 2,2029283,26-07-2018,26-07-2018,,1/414 Sherrard Street BLACK HILL  VIC  3350
Monday 2,2058948,30-07-2018,06-08-2018,30-07-2018,43 Elegante Road WINTER VALLEY  VIC  3358
Tuesday 2,2008233,31-07-2018,07-08-2018,31-07-2018,431 Drummond Street North LAKE WENDOUREE  VIC  3350
Monday 1,2059491,30-07-2018,30-07-2018,06-08-2018,32 Cinnamon Drive LAKE GARDENS  VIC  3355
Friday 1,2032775,27-07-2018,03-08-2018,,17/5 Vickers Street SEBASTOPOL  VIC  3356
Tuesday 2,2057211,01-08-2018,07-08-2018,,1/110 Brougham Street SOLDIERS HILL  VIC  3350
Thursday 1,2053923,26-07-2018,02-08-2018,26-07-2018,417 Kline Street CANADIAN  VIC  3350
Thursday 2,2019919,26-07-2018,26-07-2018,02-08-2018,326 Ligar Street SOLDIERS HILL  VIC  3350
Thursday 1,2005488,26-07-2018,02-08-2018,,1/212 Clayton Street CANADIAN  VIC  3350
Friday 1,2015290,27-07-2018,03-08-2018,27-07-2018,9 Howard Street SEBASTOPOL  VIC  3356
Thursday 1,2026366,26-07-2018,02-08-2018,26-07-2018,22 Prest Street REDAN  VIC  3350
Friday 2,2008023,27-07-2018,27-07-2018,03-08-2018,212 Doveton Street South BALLARAT CENTRAL  VIC  3350
Thursday 2,2024316,26-07-2018,26-07-2018,02-08-2018,4 Newman Street BALLARAT EAST  VIC  3350
Wednesday 2,2004766,01-08-2018,08-08-2018,01-08-2018,6 Castlebar Close INVERMAY PARK  VIC  3350
Tuesday 2,2019688,31-07-2018,07-08-2018,,1/213 Lexton Street WENDOUREE  VIC  3355
Monday 2,2058919,30-07-2018,06-08-2018,30-07-2018,48 Gallant Way WINTER VALLEY  VIC  3358
Tuesday 1,2057429,31-07-2018,31-07-2018,07-08-2018,11 Dromana Street ALFREDTON  VIC  3350
Tuesday 2,2019787,31-07-2018,07-08-2018,31-07-2018,1109 Ligar Street BALLARAT NORTH  VIC  3350
Tuesday 1,2028541,31-07-2018,31-07-2018,07-08-2018,24 Salisbury Avenue NEWINGTON  VIC  3350
Tuesday 2,2005967,31-07-2018,07-08-2018,,2A Comb Street SOLDIERS HILL  VIC  3350
Tuesday 2,2019728,31-07-2018,07-08-2018,31-07-2018,317A Ligar Street SOLDIERS HILL  VIC  3350
Wednesday 1,2039356,01-08-2018,01-08-2018,08-08-2018,49 Darriwell Drive MOUNT HELEN  VIC  3350
Monday 1,2022094,30-07-2018,30-07-2018,06-08-2018,11 Manneville Street WENDOUREE  VIC  3355
Wednesday 1,2047552,01-08-2018,01-08-2018,08-08-2018,316 Forest Street BUNINYONG  VIC  3357
Thursday 2,2033095,26-07-2018,26-07-2018,02-08-2018,74 Victoria Street BALLARAT EAST  VIC  3350
Wednesday 2,2023561,01-08-2018,08-08-2018,,3/136 Moola Street BALLARAT NORTH  VIC  3350
Monday 2,2036840,30-07-2018,06-08-2018,,279 Blind Creek Road CARDIGAN  VIC  3352
Tuesday 2,2020372,31-07-2018,07-08-2018,,2/75 Longley Street ALFREDTON  VIC  3350
Tuesday 2,2045749,31-07-2018,07-08-2018,,5/1120-1122 Havelock Street BALLARAT NORTH  VIC  3350
Thursday 1,2023840,26-07-2018,02-08-2018,26-07-2018,7 Moyle Street BALLARAT CENTRAL  VIC  3350
Thursday 1,2023839,26-07-2018,02-08-2018,26-07-2018,5 Moyle Street BALLARAT CENTRAL  VIC  3350
Thursday 2,2026682,26-07-2018,26-07-2018,02-08-2018,3 Queen Street South BALLARAT EAST  VIC  3350
Monday 2,2058933,30-07-2018,06-08-2018,30-07-2018,18 Majestic Way WINTER VALLEY  VIC  3358
Monday 1,2059492,30-07-2018,30-07-2018,06-08-2018,34 Cinnamon Drive LAKE GARDENS  VIC  3355
Monday 2,2059847,30-07-2018,06-08-2018,30-07-2018,8 Marshall Road LUCAS  VIC  3350
Friday 1,2059215,27-07-2018,03-08-2018,,2/332B Albert Street SEBASTOPOL  VIC  3356
Friday 1,2060330,27-07-2018,03-08-2018,,3/46 Bridge Street SEBASTOPOL  VIC  3356
Wednesday 2,2008192,01-08-2018,08-08-2018,01-08-2018,6 Downing Drive CANADIAN  VIC  3350
Friday 2,2057995,27-07-2018,27-07-2018,,450 La Trobe Street REDAN  VIC  3350
Monday 1,2035719,30-07-2018,30-07-2018,06-08-2018,13 Winsam Grove WENDOUREE  VIC  3355
Tuesday 2,2020864,31-07-2018,07-08-2018,,420 Lydiard Street North SOLDIERS HILL  VIC  3350
Tuesday 1,2000896,31-07-2018,31-07-2018,,2/13 Almurta Street ALFREDTON  VIC  3350
Wednesday 2,2024561,01-08-2018,08-08-2018,01-08-2018,227 Norman Street BALLARAT NORTH  VIC  3350
Tuesday 2,2013337,31-07-2018,07-08-2018,31-07-2018,724 Gregory Street SOLDIERS HILL  VIC  3350
Thursday 1,2049162,26-07-2018,02-08-2018,26-07-2018,4 Sheehan Court BALLARAT EAST  VIC  3350
Thursday 1,2056671,26-07-2018,02-08-2018,,3/430 Main Road GOLDEN POINT  VIC  3350
Tuesday 1,2008334,31-07-2018,31-07-2018,07-08-2018,5 Drummond Street South BALLARAT CENTRAL  VIC  3350
Saturday 2,2016703,28-07-2018,28-07-2018,,94 White Swan Road INVERMAY  VIC  3352
Thursday 1,2025156,26-07-2018,02-08-2018,26-07-2018,217 Otway Street South BALLARAT EAST  VIC  3350
Tuesday 1,2026874,31-07-2018,31-07-2018,07-08-2018,114A Raglan Street South BALLARAT CENTRAL  VIC  3350
Wednesday 2,2049997,01-08-2018,08-08-2018,01-08-2018,4 Liston Close MOUNT CLEAR  VIC  3350
Wednesday 2,2029803,01-08-2018,08-08-2018,01-08-2018,111 Slatey Creek Road INVERMAY PARK  VIC  3350
Wednesday 2,2014573,01-08-2018,08-08-2018,01-08-2018,313 Heinz Lane INVERMAY PARK  VIC  3350
Wednesday 1,2029970,01-08-2018,01-08-2018,08-08-2018,2 Sobey Street MOUNT HELEN  VIC  3350
Wednesday 2,2058621,01-08-2018,08-08-2018,,29 Leonards Road East WARRENHEIP  VIC  3352
Monday 2,2059409,30-07-2018,06-08-2018,30-07-2018,12 Arch Drive ALFREDTON  VIC  3350
Tuesday 1,2027311,31-07-2018,31-07-2018,07-08-2018,9 Ripon Street South BALLARAT CENTRAL  VIC  3350
Tuesday 2,2057212,31-07-2018,07-08-2018,,2/110 Brougham Street SOLDIERS HILL  VIC  3350
Monday 2,2057121,30-07-2018,06-08-2018,30-07-2018,19 Insignia Boulevard ALFREDTON  VIC  3350
Friday 1,2057815,27-07-2018,03-08-2018,27-07-2018,25 Westcliffe Crescent SEBASTOPOL  VIC  3356
Tuesday 2,2024141,31-07-2018,07-08-2018,31-07-2018,504 Neill Street SOLDIERS HILL  VIC  3350
Wednesday 2,2059058,01-08-2018,08-08-2018,,5/9 Horwood Drive CANADIAN  VIC  3350
Wednesday 2,2057853,01-08-2018,08-08-2018,01-08-2018,5 Rustic Lane MOUNT CLEAR  VIC  3350
Wednesday 1,2056914,01-08-2018,01-08-2018,08-08-2018,319 Yuille Street BUNINYONG  VIC  3357
Monday 1,2059495,30-07-2018,30-07-2018,06-08-2018,40 Cinnamon Drive LAKE GARDENS  VIC  3355
Tuesday 1,2058853,31-07-2018,31-07-2018,07-08-2018,21 Karol Street ALFREDTON  VIC  3350
Thursday 2,2034408,26-07-2018,26-07-2018,02-08-2018,112 Webb Avenue BALLARAT EAST  VIC  3350
Wednesday 1,2054551,01-08-2018,01-08-2018,08-08-2018,3 Lavery Avenue MOUNT CLEAR  VIC  3350
Monday 1,2058280,30-07-2018,30-07-2018,06-08-2018,30 Cinnamon Drive LAKE GARDENS  VIC  3355
Tuesday 1,2058467,31-07-2018,31-07-2018,07-08-2018,55 Sorrento Drive ALFREDTON  VIC  3350
Thursday 1,2058292,26-07-2018,02-08-2018,,7/20 Gale Street CANADIAN  VIC  3350
Monday 2,2058421,30-07-2018,06-08-2018,30-07-2018,53 Daly Drive LUCAS  VIC  3350
Friday 1,2044767,27-07-2018,03-08-2018,27-07-2018,12 Valley View Court SEBASTOPOL  VIC  3356
Monday 1,2013639,30-07-2018,30-07-2018,06-08-2018,1030 Grevillea Road WENDOUREE  VIC  3355
Friday 2,2057192,27-07-2018,27-07-2018,,3/515 Talbot Street South REDAN  VIC  3350
Monday 2,2059397,30-07-2018,06-08-2018,30-07-2018,42 Signature Drive ALFREDTON  VIC  3350
Monday 2,2050280,30-07-2018,06-08-2018,,32 Ochiltree Court CARDIGAN  VIC  3352
Monday 2,2058934,30-07-2018,06-08-2018,30-07-2018,20 Majestic Way WINTER VALLEY  VIC  3358
Wednesday 2,2058875,01-08-2018,08-08-2018,01-08-2018,46 Apple Orchard Drive BROWN HILL  VIC  3350
Wednesday 2,2047764,01-08-2018,08-08-2018,01-08-2018,11 Horwood Drive CANADIAN  VIC  3350
Monday 2,2058974,30-07-2018,06-08-2018,30-07-2018,40 Yorkdale Boulevard WINTER VALLEY  VIC  3358
Monday 2,2056641,30-07-2018,06-08-2018,30-07-2018,97 Majestic Way WINTER VALLEY  VIC  3358
Monday 2,2059769,30-07-2018,06-08-2018,30-07-2018,30 Gallant Way WINTER VALLEY  VIC  3358
Thursday 1,2059548,26-07-2018,02-08-2018,26-07-2018,14 Nathanael Place BALLARAT EAST  VIC  3350
Wednesday 1,2059524,01-08-2018,01-08-2018,,17 Lucia Crescent MOUNT CLEAR  VIC  3350
Wednesday 1,2059526,01-08-2018,01-08-2018,,19 Lucia Crescent MOUNT CLEAR  VIC  3350
Thursday 2,2033083,26-07-2018,26-07-2018,02-08-2018,122 Victoria Street BALLARAT EAST  VIC  3350
Thursday 1,2060037,26-07-2018,02-08-2018,,9 Rosie Place BALLARAT EAST  VIC  3350
Friday 1,2059317,27-07-2018,03-08-2018,27-07-2018,7 Clydesdale Drive BONSHAW  VIC  3352
Monday 2,2059849,30-07-2018,06-08-2018,30-07-2018,12 Marshall Road LUCAS  VIC  3350
Friday 2,2057993,27-07-2018,27-07-2018,03-08-2018,521 Ripon Street South REDAN  VIC  3350
Wednesday 2,2059828,01-08-2018,08-08-2018,,7 Wendes Place WARRENHEIP  VIC  3352
Thursday 1,2056242,26-07-2018,02-08-2018,26-07-2018,118A Hickman Street BALLARAT CENTRAL  VIC  3350
Monday 2,2059382,30-07-2018,06-08-2018,30-07-2018,8 Harris Drive LUCAS  VIC  3350
Tuesday 2,2034611,31-07-2018,07-08-2018,31-07-2018,48 Webster Street BALLARAT CENTRAL  VIC  3350
Tuesday 1,2026260,31-07-2018,31-07-2018,07-08-2018,206 Pleasant Street South NEWINGTON  VIC  3350
Tuesday 1,2000018,31-07-2018,31-07-2018,07-08-2018,105 Adair Street REDAN  VIC  3350
Tuesday 2,2005102,31-07-2018,07-08-2018,31-07-2018,103 Chisholm Street SOLDIERS HILL  VIC  3350
Tuesday 1,2054456,31-07-2018,31-07-2018,07-08-2018,175 Cuthberts Road ALFREDTON  VIC  3350
Tuesday 2,2001206,31-07-2018,07-08-2018,31-07-2018,902 Armstrong Street North BALLARAT NORTH  VIC  3350
Monday 2,2059836,30-07-2018,06-08-2018,30-07-2018,5 Marshall Road LUCAS  VIC  3350
Monday 2,2055233,30-07-2018,06-08-2018,30-07-2018,10 Matheson Street LUCAS  VIC  3350
Wednesday 1,2002730,01-08-2018,01-08-2018,,20 Gear Avenue MOUNT HELEN  VIC  3350
Thursday 1,2018914,26-07-2018,02-08-2018,26-07-2018,834 Laurie Street MOUNT PLEASANT  VIC  3350
Tuesday 1,2028273,31-07-2018,31-07-2018,07-08-2018,213 Russell Street NEWINGTON  VIC  3350
Friday 1,2048340,27-07-2018,03-08-2018,27-07-2018,7 Eastview Court SEBASTOPOL  VIC  3356
Monday 1,2018293,30-07-2018,30-07-2018,06-08-2018,3 Lambert Street WENDOUREE  VIC  3355
Wednesday 2,2014267,01-08-2018,08-08-2018,01-08-2018,1205 Havelock Street BALLARAT NORTH  VIC  3350
Wednesday 1,2027019,01-08-2018,01-08-2018,08-08-2018,15 Regency Drive MOUNT CLEAR  VIC  3350
Saturday 2,2059779,28-07-2018,28-07-2018,,37 Saxonwood Drive INVERMAY  VIC  3352
Monday 2,2059029,30-07-2018,06-08-2018,30-07-2018,7 Hillman Grove LUCAS  VIC  3350
Saturday 2,2055512,28-07-2018,28-07-2018,,46 Taronga Road MOUNT ROWAN  VIC  3352
Friday 1,2059488,27-07-2018,03-08-2018,,2/4 Ferguson Court REDAN  VIC  3350
Monday 2,2059391,30-07-2018,06-08-2018,30-07-2018,30 Signature Drive ALFREDTON  VIC  3350
Monday 2,2059873,30-07-2018,06-08-2018,30-07-2018,9 Buchanan Drive LUCAS  VIC  3350
Wednesday 2,2059090,01-08-2018,08-08-2018,,1 Lucia Crescent MOUNT CLEAR  VIC  3350
Thursday 2,2043318,26-07-2018,26-07-2018,02-08-2018,2 Sunset Terrace NERRINA  VIC  3350
Thursday 1,2059980,26-07-2018,02-08-2018,,2/803 Skipton Street REDAN  VIC  3350
Tuesday 2,2004225,31-07-2018,07-08-2018,31-07-2018,8 Burnbank Street LAKE WENDOUREE  VIC  3350
Monday 1,2022336,30-07-2018,30-07-2018,06-08-2018,63 Marie Crescent WENDOUREE  VIC  3355
Monday 2,2058960,30-07-2018,06-08-2018,30-07-2018,19 Elise Road WINTER VALLEY  VIC  3358
Friday 2,2019487,27-07-2018,27-07-2018,,5/209 Leith Street REDAN  VIC  3350
Friday 1,2027853,27-07-2018,03-08-2018,,30 Cobden Street BONSHAW  VIC  3352
Saturday 1,2037348,28-07-2018,04-08-2018,,113 Avenue Road BURRUMBEET  VIC  3352
Monday 1,2024903,30-07-2018,30-07-2018,06-08-2018,7 Oak Street WENDOUREE  VIC  3355
Monday 2,2058039,30-07-2018,06-08-2018,,34A Aspect Parade ALFREDTON  VIC  3350
Wednesday 2,2058881,01-08-2018,08-08-2018,01-08-2018,41 Apple Orchard Drive BROWN HILL  VIC  3350
Friday 1,2057681,27-07-2018,03-08-2018,27-07-2018,58 Ascot Gardens Drive DELACOMBE  VIC  3356
Friday 1,2031582,27-07-2018,03-08-2018,27-07-2018,16 Tait Street DELACOMBE  VIC  3356
Friday 1,2054146,27-07-2018,03-08-2018,27-07-2018,25 Ascot Gardens Drive DELACOMBE  VIC  3356
Monday 2,2053450,30-07-2018,06-08-2018,30-07-2018,1 Barley Sheaf Drive MINERS REST  VIC  3352
Monday 2,2057931,30-07-2018,06-08-2018,30-07-2018,13 Lindsays Road MITCHELL PARK  VIC  3355
Wednesday 2,2054570,01-08-2018,08-08-2018,01-08-2018,4 Burkella Close MOUNT CLEAR  VIC  3350
Friday 1,2057813,27-07-2018,03-08-2018,27-07-2018,29 Westcliffe Crescent SEBASTOPOL  VIC  3356
Monday 1,2003878,30-07-2018,30-07-2018,06-08-2018,6 Brinkley Avenue WENDOUREE  VIC  3355
Tuesday 1,2005232,31-07-2018,31-07-2018,07-08-2018,19 Christine Avenue ALFREDTON  VIC  3350
Tuesday 2,2008592,31-07-2018,07-08-2018,31-07-2018,3 Duncan Street BALLARAT CENTRAL  VIC  3350
Monday 1,2039685,30-07-2018,30-07-2018,06-08-2018,14 Norfolk Avenue LAKE GARDENS  VIC  3355
Thursday 2,2028985,26-07-2018,26-07-2018,02-08-2018,16 Seymour Crescent SOLDIERS HILL  VIC  3350
Tuesday 1,2016653,31-07-2018,31-07-2018,,3/25 Inkerman Street NEWINGTON  VIC  3350
Tuesday 2,2039354,31-07-2018,07-08-2018,31-07-2018,207 Seymour Street SOLDIERS HILL  VIC  3350
Friday 2,2001526,27-07-2018,27-07-2018,03-08-2018,409 Ascot Street South BALLARAT CENTRAL  VIC  3350
Thursday 1,2029578,26-07-2018,02-08-2018,26-07-2018,105 Skipton Street BALLARAT CENTRAL  VIC  3350
Thursday 2,2060511,26-07-2018,26-07-2018,,4/411 Peel Street North BLACK HILL  VIC  3350
Thursday 1,2060581,26-07-2018,02-08-2018,,1/11 Spencer Street CANADIAN  VIC  3350
Wednesday 2,2047376,01-08-2018,08-08-2018,01-08-2018,21 Brodie Court MOUNT HELEN  VIC  3350
Monday 2,2037383,30-07-2018,06-08-2018,,177 Alexanders Road WINDERMERE  VIC  3352
Wednesday 2,2038587,01-08-2018,08-08-2018,01-08-2018,10 Heights Crescent BALLARAT NORTH  VIC  3350
Monday 2,2038203,30-07-2018,06-08-2018,30-07-2018,30 Albert Street MINERS REST  VIC  3352
Wednesday 2,2054568,01-08-2018,08-08-2018,01-08-2018,2 Burkella Close MOUNT CLEAR  VIC  3350
Wednesday 2,2049960,01-08-2018,08-08-2018,01-08-2018,3 Temperance Court NERRINA  VIC  3350
Tuesday 2,2057444,31-07-2018,07-08-2018,31-07-2018,16 Dromana Street ALFREDTON  VIC  3350
Tuesday 2,2047757,31-07-2018,07-08-2018,,4/1 Hillside Drive BALLARAT NORTH  VIC  3350
Thursday 2,2058363,26-07-2018,26-07-2018,,5/290 Humffray Street North BROWN HILL  VIC  3350
Thursday 2,2058362,26-07-2018,26-07-2018,,4/290 Humffray Street North BROWN HILL  VIC  3350
Wednesday 1,2056923,01-08-2018,01-08-2018,08-08-2018,310 Simpson Street BUNINYONG  VIC  3357
Thursday 2,2058359,26-07-2018,26-07-2018,,1/290 Humffray Street North BROWN HILL  VIC  3350
Thursday 2,2058361,26-07-2018,26-07-2018,,3/290 Humffray Street North BROWN HILL  VIC  3350
Thursday 2,2011707,26-07-2018,26-07-2018,02-08-2018,704 Geelong Road CANADIAN  VIC  3350
Friday 1,2054773,27-07-2018,03-08-2018,27-07-2018,1 Heppner Court SEBASTOPOL  VIC  3356
Friday 1,2001882,27-07-2018,03-08-2018,,1/9 Bala Street SEBASTOPOL  VIC  3356
Thursday 2,2010745,26-07-2018,26-07-2018,,4 Florence Court BROWN HILL  VIC  3350
Thursday 1,2048899,26-07-2018,02-08-2018,,2/314 Joseph Street CANADIAN  VIC  3350
Thursday 1,2018197,26-07-2018,02-08-2018,,12/316 Lal Lal Street CANADIAN  VIC  3350
Thursday 2,2010730,26-07-2018,26-07-2018,02-08-2018,8 Flockhart Street MOUNT PLEASANT  VIC  3350
Friday 2,2018822,27-07-2018,27-07-2018,03-08-2018,4 La Trobe Street REDAN  VIC  3350
Monday 2,2054702,30-07-2018,06-08-2018,30-07-2018,13 Bellington Drive ALFREDTON  VIC  3350
Monday 2,2059396,30-07-2018,06-08-2018,30-07-2018,40 Signature Drive ALFREDTON  VIC  3350
Thursday 1,2060029,26-07-2018,02-08-2018,,1 Rosie Place BALLARAT EAST  VIC  3350
Wednesday 2,2054898,01-08-2018,08-08-2018,01-08-2018,40 Kirby Avenue CANADIAN  VIC  3350
Saturday 2,2055429,28-07-2018,28-07-2018,,240 Millers Road INVERMAY  VIC  3352
Monday 1,2058265,30-07-2018,30-07-2018,06-08-2018,3 Connifer Lane LAKE GARDENS  VIC  3355
Tuesday 2,2060528,31-07-2018,07-08-2018,,1B Devon Street LAKE WENDOUREE  VIC  3350
Wednesday 2,2043046,01-08-2018,08-08-2018,01-08-2018,1 Carnaby Way CANADIAN  VIC  3350
Monday 2,2055214,30-07-2018,06-08-2018,30-07-2018,19 Sutcliffe Street LUCAS  VIC  3350
Monday 2,2059387,30-07-2018,06-08-2018,30-07-2018,18 Harris Drive LUCAS  VIC  3350
Friday 2,2047098,27-07-2018,27-07-2018,03-08-2018,36 Tudor Avenue DELACOMBE  VIC  3356
Friday 2,2017508,27-07-2018,27-07-2018,,2/41 Kent Street SEBASTOPOL  VIC  3356
Monday 2,2058420,30-07-2018,06-08-2018,30-07-2018,51 Daly Drive LUCAS  VIC  3350
Monday 2,2059865,30-07-2018,06-08-2018,30-07-2018,7 Gitsham Street LUCAS  VIC  3350
Wednesday 2,2052493,01-08-2018,08-08-2018,01-08-2018,17 Falkirk Road NERRINA  VIC  3350
Friday 2,2018714,27-07-2018,27-07-2018,,2/723 La Trobe Street REDAN  VIC  3350
Wednesday 2,2056044,01-08-2018,08-08-2018,01-08-2018,16 Apple Orchard Drive BROWN HILL  VIC  3350
Tuesday 1,2038975,31-07-2018,31-07-2018,07-08-2018,3 Abbey Court ALFREDTON  VIC  3350
Tuesday 1,2040105,31-07-2018,31-07-2018,07-08-2018,7 The Terrace ALFREDTON  VIC  3350
Tuesday 2,2039415,31-07-2018,07-08-2018,31-07-2018,604A Lydiard Street North BALLARAT CENTRAL  VIC  3350
Tuesday 1,2035744,31-07-2018,31-07-2018,07-08-2018,5 Winter Street REDAN  VIC  3350
Friday 1,2041217,27-07-2018,03-08-2018,27-07-2018,7 Riverview Court SEBASTOPOL  VIC  3356
Monday 1,2004365,30-07-2018,30-07-2018,06-08-2018,24 Cambridge Street WENDOUREE  VIC  3355
Tuesday 1,2057440,31-07-2018,31-07-2018,07-08-2018,8 Dromana Street ALFREDTON  VIC  3350
Tuesday 2,2034626,31-07-2018,07-08-2018,,1/22 Webster Street BALLARAT CENTRAL  VIC  3350
Tuesday 2,2049642,31-07-2018,07-08-2018,31-07-2018,24 Rutherford Place ALFREDTON  VIC  3350
Thursday 2,2027979,26-07-2018,26-07-2018,02-08-2018,58 Rowe Street BLACK HILL  VIC  3350
Friday 1,2060573,27-07-2018,03-08-2018,,1/4 Morgan Street SEBASTOPOL  VIC  3356
Monday 2,2059857,30-07-2018,06-08-2018,30-07-2018,8 Gitsham Street LUCAS  VIC  3350
Monday 2,2059871,30-07-2018,06-08-2018,30-07-2018,5 Buchanan Drive LUCAS  VIC  3350
Tuesday 1,2056898,31-07-2018,31-07-2018,,41 Durham Street NEWINGTON  VIC  3350
Friday 1,2017158,27-07-2018,03-08-2018,27-07-2018,2 Jones Drive SEBASTOPOL  VIC  3356
Tuesday 2,2020113,31-07-2018,07-08-2018,31-07-2018,28 Little Clyde Street SOLDIERS HILL  VIC  3350
Monday 1,2009411,30-07-2018,30-07-2018,06-08-2018,18 Ercil Street WENDOUREE  VIC  3355
Wednesday 2,2057851,01-08-2018,08-08-2018,01-08-2018,9 Rustic Lane MOUNT CLEAR  VIC  3350
Wednesday 1,2002392,01-08-2018,01-08-2018,08-08-2018,206 Barkly Street BUNINYONG  VIC  3357
Thursday 2,2015187,26-07-2018,26-07-2018,02-08-2018,32 Hopetoun Street BALLARAT EAST  VIC  3350
Thursday 2,2004725,26-07-2018,26-07-2018,,27/5 Cartledge Avenue MOUNT CLEAR  VIC  3350
Wednesday 1,2024531,01-08-2018,01-08-2018,,63 Reserve Lane SCOTCHMANS LEAD  VIC  3352
Friday 1,2039389,27-07-2018,03-08-2018,,4/36 Vale Street SEBASTOPOL  VIC  3356
Thursday 2,2058768,26-07-2018,26-07-2018,,31 Connellan Street BALLARAT EAST  VIC  3350
Friday 1,2057732,27-07-2018,03-08-2018,27-07-2018,54 Brahman Drive DELACOMBE  VIC  3356
Thursday 2,2058769,26-07-2018,26-07-2018,,33 Connellan Street BALLARAT EAST  VIC  3350
Monday 1,2058259,30-07-2018,30-07-2018,06-08-2018,12 Scarlet Drive LAKE GARDENS  VIC  3355
Monday 2,2057947,30-07-2018,06-08-2018,30-07-2018,41 OShannassy Parade LUCAS  VIC  3350
Monday 2,2056976,30-07-2018,06-08-2018,30-07-2018,21 Caviar Court MINERS REST  VIC  3352
Monday 2,2058106,30-07-2018,06-08-2018,30-07-2018,2 Magnetic Drive ALFREDTON  VIC  3350
Wednesday 1,2058339,01-08-2018,01-08-2018,08-08-2018,42 Horwood Drive MOUNT CLEAR  VIC  3350
Monday 1,2025050,30-07-2018,30-07-2018,06-08-2018,12 Orama Avenue WENDOUREE  VIC  3355
Tuesday 1,2052207,31-07-2018,31-07-2018,07-08-2018,15 Montadale Court ALFREDTON  VIC  3350
Tuesday 1,2010157,31-07-2018,31-07-2018,07-08-2018,1103 Eyre Street NEWINGTON  VIC  3350
Tuesday 1,2010224,31-07-2018,31-07-2018,,1116A Eyre Street NEWINGTON  VIC  3350
Tuesday 1,2028513,31-07-2018,31-07-2018,07-08-2018,7 Salisbury Avenue NEWINGTON  VIC  3350
Tuesday 2,2001127,31-07-2018,07-08-2018,31-07-2018,617 Armstrong Street North SOLDIERS HILL  VIC  3350
Monday 2,2058042,30-07-2018,06-08-2018,30-07-2018,17 Signature Drive ALFREDTON  VIC  3350
Wednesday 2,2053009,01-08-2018,08-08-2018,01-08-2018,3 Hammill Close CANADIAN  VIC  3350
Saturday 2,2023304,28-07-2018,28-07-2018,,72 Millers Road INVERMAY  VIC  3352
Monday 2,2055223,30-07-2018,06-08-2018,30-07-2018,11 McTaggart Street LUCAS  VIC  3350
Monday 1,2026342,30-07-2018,30-07-2018,06-08-2018,38 Prefect Street WENDOUREE  VIC  3355
Wednesday 2,2056046,01-08-2018,08-08-2018,01-08-2018,20 Apple Orchard Drive BROWN HILL  VIC  3350
Wednesday 1,2019116,01-08-2018,01-08-2018,,501-503 Learmonth Street BUNINYONG  VIC  3357
Thursday 1,2058666,26-07-2018,02-08-2018,26-07-2018,9 Nelmore Court BALLARAT EAST  VIC  3350
Thursday 1,2056277,26-07-2018,02-08-2018,26-07-2018,299 Larter Street CANADIAN  VIC  3350
Wednesday 2,2041493,01-08-2018,08-08-2018,01-08-2018,171 Bogong Avenue INVERMAY PARK  VIC  3350
Saturday 2,2043109,28-07-2018,28-07-2018,,20 Waubra Junction Road SULKY  VIC  3352
Thursday 2,2060509,26-07-2018,26-07-2018,,2/411 Peel Street North BLACK HILL  VIC  3350
Thursday 2,2060512,26-07-2018,26-07-2018,,5/411 Peel Street North BLACK HILL  VIC  3350
Wednesday 2,2055936,01-08-2018,08-08-2018,01-08-2018,21 Willowbank Way BROWN HILL  VIC  3350
Friday 1,2051289,27-07-2018,03-08-2018,27-07-2018,18 Hereford Close DELACOMBE  VIC  3356
Monday 1,2041538,30-07-2018,30-07-2018,06-08-2018,72 Lake Gardens Avenue LAKE GARDENS  VIC  3355
Friday 1,2044915,27-07-2018,03-08-2018,27-07-2018,3 Cluden Gardens SEBASTOPOL  VIC  3356
Monday 1,2015664,30-07-2018,30-07-2018,,2/1044 Howitt Street WENDOUREE  VIC  3355
Monday 1,2024921,30-07-2018,30-07-2018,06-08-2018,36 Oak Street WENDOUREE  VIC  3355
Monday 1,2003977,30-07-2018,30-07-2018,06-08-2018,27 Browns Parade WENDOUREE  VIC  3355
